Majority protein IDs,hYPS1009 wt rep1,hYPS1009 wt rep2,hYPS1009 wt rep3
YDR152W,358860000,259870000,317430000
YKL173W,345620000,324400000,309320000
YNL103W,237760000,302710000,256790000
YPR089W,366920000,342600000,304710000
YLR260W,250800000,285760000,241040000
YHL039W,480110000,289530000,405210000
YGL044C,281220000,347510000,259790000
YKL106W,498470000,545150000,579830000
YDR480W,280930000,339820000,292710000
YDR228C,406510000,345390000,411420000
YBR071W,240770000,276940000,203470000
YGL065C,278050000,285170000,304550000
YKR023W,355690000,442170000,310150000
YLR455W,281540000,335690000,275860000
YIL004C,173550000,180320000,179810000
YLR363C,257550000,321280000,284340000
YMR202W,230000000,102710000,192450000
YML031W,291910000,307380000,345230000
YHL021C,367680000,371910000,410010000
YFL028C,318160000,332420000,311570000
YDL043C,289190000,398980000,320640000
YNL297C,296480000,385190000,379520000
YMR239C,312770000,313060000,314660000
YDR144C,287810000,426590000,300810000
YDR354W,376620000,323440000,366070000
YLR199C,282440000,233700000,282160000
YCR033W,301430000,351260000,270920000
YDR411C,378120000,337180000,303380000
YDR171W,265420000,288750000,259220000
YDR167W,322510000,352740000,459740000
YNL090W,262390000,290780000,264850000
YPL128C,301490000,339700000,269790000
YLR052W,273110000,324300000,308400000
YGR184C,325900000,286880000,352510000
YBR087W,309300000,239040000,296640000
YKL014C,561910000,350300000,492900000
YBL067C,274190000,302890000,271180000
YNL254C,319080000,326990000,248910000
YPR052C,216900000,258790000,410420000
YGR196C,341220000,402550000,303270000
YNL157W,416440000,429820000,633760000
YPR139C,283850000,204610000,249260000
YIL106W,353890000,410480000,338430000
YDL189W,321410000,309660000,260170000
YCR017C,171010000,116450000,134660000
YCL034W,381900000,333560000,349620000
YLR095C,382050000,304130000,356470000
YDR092W,251420000,280320000,306990000
YKL114C,462790000,425250000,447450000
YKL018W,305630000,282230000,327510000
YMR071C,138630000,110010000,154170000
YGR286C,333990000,411210000,348250000
YBR199W,238390000,239040000,244880000
YGR277C,315250000,284240000,285090000
YMR263W,312570000,315850000,530650000
YBL103C,266680000,279680000,252330000
YPL227C,302970000,273520000,391670000
YHL003C,169750000,210150000,139000000
YDR295C,271920000,270950000,282070000
YNR003C,321470000,301460000,303740000
YBR041W,311940000,220470000,285840000
YLR051C,408610000,369420000,540950000
YNL323W,259330000,235390000,235410000
YER013W,394210000,533600000,477920000
YDL005C,276460000,368350000,290990000
YOL012C,304130000,364570000,350020000
YJL131C,197280000,232230000,213360000
YHR072W-A,251350000,402420000,177850000
YDR231C,267890000,319750000,289440000
YBR215W,302490000,370180000,309610000
YGL233W,263280000,258160000,261020000
YLR077W,330620000,265320000,276710000
YJR096W,237690000,292170000,279270000
YKL167C,157630000,230820000,195680000
YDR436W,166320000,260050000,178700000
YCR057C,437240000,303740000,470350000
YOR280C,266410000,216990000,273820000
YKR026C,465300000,313890000,502740000
YDL002C,311020000,290680000,468700000
YGR241C,279120000,344980000,295470000
YIL065C,133440000,161760000,172350000
YJL104W,368040000,558010000,452740000
YDR384C,374270000,211510000,227190000
YKL002W,160910000,177750000,198450000
YFL059W;YNL333W,54394000,81389000,76791000
YDR358W,244300000,280540000,231280000
YBR089C-A,508840000,422590000,984130000
YHR018C,214020000,251480000,230570000
YPL213W,285890000,305820000,307770000
YKR099W,209280000,267400000,213710000
YMR227C,294730000,272700000,264740000
YHR154W,271890000,321820000,279140000
YGR076C,168500000,258250000,240270000
YJL213W,564470000,534010000,495480000
YDL010W,228390000,266710000,212440000
YBL023C,354250000,343770000,365220000
YPL070W,250970000,229300000,227360000
YMR240C,244190000,328320000,248610000
YGR147C,367000000,377690000,398630000
YGR021W,188860000,245990000,182160000
YGL019W,293440000,267310000,340050000
YKL010C,246530000,260740000,258880000
YJL201W,318000000,317150000,310830000
YNR028W,273160000,296910000,321080000
YER014W,282310000,277580000,291970000
YNR038W,311080000,261810000,341350000
YJR101W,262600000,217920000,294610000
YNR029C,370880000,373780000,395590000
YOL102C,251400000,273670000,245380000
YDL102W,296540000,240410000,288400000
YNL125C,313990000,412210000,277300000
YLR290C,227780000,278540000,223410000
YCL024W,227990000,251400000,227490000
YML021C,344360000,344920000,347020000
YER169W,243890000,257190000,233880000
YGR267C,358700000,278840000,346380000
YMR090W,209620000,212830000,197860000
YGR072W,311190000,370520000,302770000
YJR015W,101800000,116770000,93766000
YIL104C,301820000,335750000,276250000
YDR305C,218180000,286320000,217700000
YOR076C,237630000,298670000,223630000
YLL010C,302580000,359060000,284170000
YDR259C,242740000,293240000,233340000
YIL035C,350600000,362030000,378550000
YDR412W,695010000,656800000,572410000
YKL105C,237650000,286440000,203830000
YBL011W,255960000,265760000,266530000
YNL262W,355060000,355200000,351850000
YNR046W,269830000,381200000,351660000
YLR286C,65450000,54707000,65297000
YMR111C,343510000,238960000,280170000
YBR289W,306540000,364170000,326510000
YCR043C,179560000,157770000,181050000
YPL115C,225090000,297890000,256750000
YNL153C,106980000,181570000,136310000
YGL073W,269930000,309840000,272530000
YPR058W,394950000,317910000,484860000
YHL025W,231070000,297550000,239830000
YBR236C,277520000,295100000,297220000
YDL235C,155940000,208880000,151920000
YGR095C,273190000,262330000,230580000
YBR068C,211650000,201130000,224730000
YPL271W,156540000,248010000,111870000
YCR047C,363950000,344230000,318500000
YFL049W,251760000,240060000,225590000
YDL219W,361020000,493130000,316200000
YKR007W,214750000,281890000,205920000
YGL178W,253260000,339560000,267720000
YGR043C,356500000,376580000,418400000
YOR110W,259170000,256920000,256500000
YJL198W,289320000,340200000,240470000
YGR055W,193250000,230680000,189810000
YHR082C,251000000,290170000,216700000
YLR223C,216760000,232580000,198780000
YNL151C,399550000,375720000,343520000
YAL026C,261850000,282270000,260100000
YBR164C,245780000,219330000,234360000
YLR116W,243140000,241570000,227340000
YKR060W,243030000,332240000,245200000
YML058W,444730000,437750000,514130000
YIL076W,165650000,148620000,162180000
YOL142W,384650000,380280000,416000000
YPR075C,265210000,244560000,285280000
YOL034W,399590000,362730000,336200000
YGL082W,308610000,286800000,308990000
YFR048W,245970000,250570000,203080000
YGR002C,178690000,204330000,174150000
YEL061C,382260000,419920000,360210000
YDL156W,234140000,313790000,225370000
YPL100W,262440000,293050000,282780000
YOL116W,465470000,354740000,480590000
YNL058C,101930000,97403000,85868000
YGR029W,214700000,269610000,254920000
YPL074W,172500000,190460000,174100000
YBR052C,215190000,115160000,196540000
YHR085W,386430000,331110000,381790000
YPL001W,318590000,294430000,360630000
YHR086W,160760000,168920000,160530000
YML055W,249390000,285340000,258980000
YFL017C,181750000,196900000,172780000
YLR090W,227250000,204840000,249170000
YBR166C,382900000,249530000,378630000
YER118C,411720000,378780000,393200000
YNR047W,294340000,327740000,250950000
YEL001C,340750000,473070000,525230000
YHR188C,378440000,264130000,306750000
YOR301W,210740000,210290000,220220000
YDR376W,223980000,241690000,239320000
YMR165C,247420000,283140000,232570000
YMR236W,207540000,258870000,222190000
YPL020C,192720000,233460000,184270000
YKL069W,235540000,332330000,197440000
YDR007W,118160000,233110000,154300000
YDR021W,372770000,326780000,399850000
YER047C,243220000,261800000,216730000
YMR078C,319130000,280900000,293290000
YOR036W,138720000,148860000,119320000
YJL036W,216570000,223670000,197540000
YHR005C-A,108680000,197640000,102320000
YPL183C,270110000,208990000,270410000
YGR089W,248620000,225890000,203070000
YNL097C,290790000,307480000,251490000
YGR113W,223990000,319430000,234000000
YPL040C,296620000,358450000,331450000
YER059W,255350000,312980000,277490000
YGL145W,238580000,265540000,261310000
YEL017W,177460000,216390000,156010000
YDL042C,207340000,230060000,166510000
YBR214W,211320000,219050000,206310000
YPL089C,128960000,170010000,147240000
YDR515W,296880000,275240000,234000000
YBR108W,234860000,272770000,212250000
YBR216C,207230000,195750000,193710000
YBR202W,257460000,221350000,237500000
YBR102C,265620000,238840000,241970000
YBR139W,199820000,217950000,208740000
YHR099W,291790000,230550000,289430000
YOR308C,253180000,286490000,246610000
YFL034W,234850000,1006100000,322680000
YDR343C,150840000,159710000,131900000
YGL006W,192020000,184110000,184810000
YBR137W,176930000,155550000,140000000
YPL214C,244380000,204880000,219510000
YGR181W,95240000,127060000,86283000
YDR334W,253110000,243170000,195520000
YDR294C,308880000,202730000,282920000
YDR279W,216220000,195760000,211720000
YKL008C,213940000,182760000,172560000
YMR170C,171150000,138040000,157830000
YGR191W,270680000,245220000,270170000
YNL040W,181980000,183120000,188720000
YDR497C,146260000,156260000,194840000
YER050C,181650000,245980000,136010000
YPL104W,262970000,178300000,256890000
YER170W,222220000,275790000,225640000
YAL043C,311350000,268860000,306840000
YJL154C,266120000,238330000,274920000
YOR372C,127190000,218730000,155090000
YNR036C,505580000,397050000,506340000
YEL066W,197770000,224180000,233550000
YNR052C,333430000,279960000,402950000
YBR044C,198050000,113580000,216360000
YML049C,244220000,205340000,228330000
YMR310C,369460000,383190000,415600000
YGR198W,409960000,367770000,396010000
YGR174C,223100000,258250000,235430000
YGL084C,153670000,165850000,216460000
YJL134W,123520000,121310000,97594000
YDR221W,174530000,212240000,181800000
YNL219C,178860000,138770000,171170000
YPR179C,170510000,208420000,150270000
YGR199W,203080000,200880000,208320000
YBR179C,213780000,265340000,238410000
YDR192C,241420000,267340000,223490000
YNL107W,244980000,289320000,231550000
YMR022W,176700000,178680000,168830000
YJL085W,285750000,231500000,259540000
YDR486C,119920000,133830000,187720000
YGL095C,253580000,229280000,276230000
YKL128C,357240000,276000000,350240000
YBR038W,251350000,269190000,263350000
YML060W,259430000,238650000,271750000
YIL110W,228720000,232500000,269950000
YHL038C,200590000,210160000,212990000
YIL064W,162650000,183310000,139370000
YDR245W,173040000,147880000,158280000
YKL012W,164650000,165890000,159790000
YDR052C,219060000,320790000,239330000
YGL061C,180150000,220510000,184060000
YDL110C,265370000,262530000,426310000
YNR008W,209630000,219810000,193270000
YLR371W,243180000,248830000,258270000
YIL154C,215330000,268890000,209160000
YBR208C,247130000,231560000,251180000
YMR301C,240270000,182540000,206730000
YFL007W,229260000,227030000,234390000
YMR044W,197140000,208350000,215510000
YGL083W,224470000,261540000,233630000
YLR237W;YOR192C,211760000,211620000,187000000
YLR188W,210340000,218270000,240700000
YML067C,214410000,216570000,214550000
YER145C,703290000,188380000,582370000
YHL030W,384340000,277800000,377130000
YOR054C,210690000,236450000,249170000
YLR118C,150380000,177730000,153760000
YOR257W,155860000,239060000,230170000
YHL020C,143900000,160270000,158800000
YGL220W,285290000,396470000,247920000
YER078C,262540000,288320000,258970000
YHR057C,266250000,281790000,234800000
YPL150W,180640000,359800000,147740000
YKL119C,167490000,159640000,162050000
YDL106C,173570000,200090000,157970000
YDR213W,204870000,292750000,232170000
YNR065C,109530000,140600000,125560000
YPR135W,219860000,207700000,213160000
YLR006C,135480000,168530000,122250000
YGL101W,195420000,173160000,207420000
YGL013C,198920000,210530000,188250000
YGR169C-A,339700000,175300000,941020000
YJL002C,302300000,200910000,297690000
YHR186C,214690000,243920000,227190000
YDL193W,147800000,198500000,163700000
YDR364C,164140000,219800000,152620000
YAL039C,187980000,178560000,183750000
YOR322C,227230000,242010000,248210000
YAL013W,180000000,189270000,173680000
YIL130W,205880000,225120000,214080000
YJL197W,177880000,235190000,145500000
YGL119W,238280000,230050000,231960000
YOR138C,192040000,208030000,177760000
YOR210W,134880000,175990000,115200000
YPR032W,222660000,274680000,222370000
YPR055W,217440000,220650000,203610000
YIL112W,192940000,254510000,193480000
YHR003C,287520000,281940000,370250000
YOL066C,267070000,287240000,231360000
YMR273C,256420000,299200000,234290000
YLL012W,166670000,109190000,222180000
YKL166C,321320000,265090000,314400000
YGL164C,211170000,166180000,258220000
YDR359C,157500000,187250000,178390000
YBR095C,327370000,258240000,353100000
YGR237C,185430000,210910000,143140000
YML109W,258220000,294400000,252590000
YIL160C,133350000,176390000,153820000
YPR047W,193500000,198280000,215830000
YGL210W,256550000,226160000,267850000
YMR209C,226770000,205320000,261180000
YJR103W,213620000,185310000,204290000
YDR227W,150400000,209370000,150410000
YKL001C,116810000,67787000,109260000
YKL140W,184600000,176810000,182230000
YBL102W,187280000,157320000,181530000
YNL119W,214400000,200060000,217110000
YEL056W,309200000,277010000,280420000
YLR133W,279200000,217680000,287480000
YJL084C,176360000,201510000,206050000
YOL154W,392710000,316720000,290510000
YDR162C,314850000,298800000,307130000
YPR113W,172970000,125020000,110190000
YNL181W,267330000,162270000,270900000
YDL209C,161840000,239880000,189980000
YGR125W,229780000,215260000,208580000
YOR103C,136780000,136210000,148350000
YHR040W,178890000,183520000,139460000
YOR106W,191930000,217640000,197390000
YFL030W,237740000,203030000,239990000
YPR010C-A,114040000,180990000,110630000
YJL053W,224450000,161930000,243120000
YBL055C,234920000,216980000,195920000
YDL215C,139280000,149950000,158720000
YPL259C,255180000,227520000,271310000
YKL041W,162690000,216730000,244160000
YHR062C,280820000,270640000,260480000
YER064C,145630000,170510000,165680000
YER029C,318350000,370460000,447700000
YGL091C,208880000,194990000,193910000
YPR128C,169730000,134140000,162060000
YDR379W,205840000,252970000,218800000
YMR269W,483340000,681790000,517290000
YGL160W,172360000,163240000,145530000
YGR104C,151060000,173100000,138260000
YNL264C,244650000,223840000,226830000
YHR036W,211770000,244940000,182140000
YBL081W,186230000,234230000,183930000
YPL270W,218900000,194470000,212710000
YGR111W,219630000,180850000,230550000
YDR061W,283990000,266100000,305090000
YBR233W,306980000,230130000,315840000
YPR105C,182460000,168000000,136740000
YKL092C,246170000,238530000,233180000
YLL038C,197820000,182970000,198560000
YKL139W,184500000,283920000,185720000
YMR060C,289750000,281130000,275320000
YJL107C,105800000,146970000,116340000
YPL208W,261270000,169740000,243300000
YGR017W,167370000,148650000,170590000
YJR006W,175400000,190610000,179190000
YOR175C,227620000,198670000,183160000
YPL016W,229790000,231880000,252400000
YJL102W,131600000,213150000,144970000
YML013W,249350000,176560000,225900000
YLR442C,196860000,203900000,235180000
YDR498C,159690000,203730000,168300000
YMR135C,146430000,175800000,143010000
YOL032W,133040000,114180000,147160000
YIL026C,214480000,191650000,193170000
YOR006C,286160000,226980000,218510000
YGR252W,182520000,184120000,176880000
YER161C,285130000,285230000,252940000
YBR207W,47054000,144350000,51478000
YNL278W,219750000,255930000,191340000
YGL198W,335090000,348980000,263490000
YKL160W,423600000,514340000,497010000
YER095W,203960000,218030000,193980000
YLR363W-A,651760000,372750000,1007900000
YLR226W,179160000,207970000,185700000
YOL076W,350660000,242980000,366300000
YGR038W,162390000,173970000,189820000
YDR046C,144820000,151520000,165170000
YMR231W,191390000,199700000,176860000
YHR167W,90639000,111110000,105480000
YOR085W,117460000,76297000,102540000
YBR169C,126930000,142900000,141620000
YDL067C,93310000,210610000,94083000
YBR104W,340700000,273130000,321130000
YLR348C,256280000,350510000,340290000
YGR276C,258830000,260880000,263420000
YNL115C,112150000,109760000,127600000
YNL225C,149450000,156200000,135720000
YBR125C,207750000,192980000,210810000
YNR011C,207370000,222650000,188370000
YHR207C,225870000,272140000,239640000
YBR046C,184620000,164030000,142750000
YNR023W,178250000,169970000,168310000
YIR035C,251230000,206370000,233200000
YOR373W,173150000,201790000,179950000
YOR118W,234120000,193620000,194030000
YJL039C,216940000,195310000,238920000
YLL031C,95579000,89103000,90949000
YML015C,200420000,187620000,202200000
YOR234C,1231100000,722220000,990350000
YFR007W,162730000,226200000,190510000
YKL129C,191570000,170790000,172610000
YGR028W,234520000,238620000,228390000
YNL199C,120790000,146540000,111840000
YLR114C,180660000,157000000,179430000
YDR103W,186770000,192190000,191610000
YML101C,206950000,252350000,213850000
YOR126C,120650000,148930000,138420000
YNL048W,164350000,126310000,142580000
YJR057W,146530000,168120000,187710000
YBL006C,212600000,247510000,223920000
YHR143W-A,238980000,330190000,160680000
YHR058C,223480000,192460000,239980000
YIL019W,218680000,217180000,227690000
YLR305C,237330000,199760000,224450000
YJL110C,187460000,223680000,206360000
YDR186C,138530000,188590000,218990000
YPR040W,263510000,254880000,270650000
YDR121W,224740000,240540000,368300000
YBL037W,219340000,223510000,211610000
YOL148C,159800000,163510000,155960000
YDR219C,159340000,188650000,151900000
YDR261C,71063000,71977000,72416000
YKL100C,170340000,134750000,177490000
YCR008W,184550000,236250000,164780000
YMR028W,126580000,188460000,124820000
YPR149W,315770000,322240000,344010000
YLL023C,234880000,198400000,249520000
YGR250C,88322000,115380000,95383000
YDL217C,194070000,163780000,183120000
YGR134W,201260000,167120000,192100000
YJR088C,205700000,168180000,183430000
YOR018W,174300000,176420000,147210000
YJL192C,145830000,102350000,166880000
YML097C,167190000,197310000,167950000
YBR093C,38162000,52126000,78775000
YLR115W,214590000,290800000,215740000
YML065W,237330000,281580000,215220000
YGL108C,156820000,205490000,178400000
YPL015C,158710000,133700000,153370000
YPR037C,170430000,138200000,145560000
YMR123W,87734000,75727000,58175000
YNL206C,195490000,199600000,164070000
YOL045W,197710000,162880000,194320000
YFR040W,208200000,219920000,165860000
YHR165C,224750000,231660000,237990000
YMR043W,233720000,206060000,209380000
YDL025C,131670000,159970000,135600000
YGL110C,164220000,183380000,148310000
YGR074W,113680000,209670000,179840000
YER087W,165500000,178880000,160520000
YBL104C,229520000,247010000,234370000
YOR299W,164950000,211430000,194130000
YHR199C,171620000,161870000,188890000
YLR310C,177290000,231750000,195440000
YNL036W,122520000,121600000,116320000
YER171W,231780000,240650000,231810000
YBR242W,158870000,136440000,138400000
YKL046C,95969000,113780000,116620000
YDR363W-A,401500000,329240000,485850000
YHR102W,125670000,162710000,116110000
YHR094C,240040000,299810000,244320000
YER093C,145430000,137780000,123570000
YLR015W,216350000,182210000,193000000
YMR234W,158000000,163420000,155910000
YBR283C,89252000,54330000,88429000
YLR435W,323670000,236010000,260160000
YLR166C,190560000,156400000,163170000
YIL047C,165690000,176770000,171730000
YOR017W,186900000,202380000,180490000
YDL056W,162300000,162850000,187700000
YBR282W,207870000,242970000,261330000
YDR490C,176220000,173350000,166820000
YBR096W,140520000,145260000,105930000
YJL203W,152990000,164280000,153710000
YCR083W,106040000,159380000,119690000
YBR225W,106780000,120280000,112480000
YJR066W,185290000,159200000,207560000
YML061C,152270000,149620000,174920000
YDR524C,195070000,217000000,153640000
YNL152W,212340000,399330000,147320000
YOL056W,206090000,229120000,173660000
YER159C,46074000,40694000,49966000
YJR063W,410460000,444220000,590300000
YDR244W,134440000,141680000,123640000
YDL231C,130610000,204270000,166610000
YFL024C,144970000,129750000,144740000
YER075C,278320000,280520000,266190000
YBR083W,200260000,271940000,216820000
YKR097W,121660000,158860000,106170000
YGL140C,166410000,160260000,186470000
YBR056W,119230000,104370000,121100000
YLR239C,175190000,159690000,162540000
YML114C,158310000,168790000,127470000
YDR057W,139530000,138420000,141650000
YOL077W-A,84228000,157350000,69742000
YCL052C,108040000,152500000,117250000
YIL144W,127240000,168620000,138760000
YNR049C,245020000,234360000,324920000
YJL112W,184550000,172560000,157680000
YNL001W,149760000,117610000,159670000
YBL034C,126270000,129710000,116600000
YLR382C,140390000,97067000,145340000
YEL044W,213540000,258810000,290420000
YML102W,158450000,158820000,176950000
YMR286W,417550000,464860000,432590000
YGL039W,166010000,143090000,170350000
YBL042C,166680000,167720000,123020000
YDL237W,144010000,155000000,150740000
YIL127C,849530000,658810000,880950000
YDR389W,200930000,200340000,192740000
YBR060C,132380000,207440000,160230000
YKL023W,265830000,297270000,269060000
YMR267W,144590000,185890000,169300000
YBR065C,181490000,186230000,163290000
YDR159W,143740000,176840000,126730000
YPR025C,140800000,135260000,110410000
YJL179W,72421000,102740000,62987000
YDR006C,163000000,204090000,184490000
YMR115W,141840000,135090000,143600000
YBL090W,107660000,130460000,129160000
YGL236C,160420000,163230000,173560000
YER174C,121880000,123430000,109620000
YLR362W,167660000,176230000,170660000
YLR093C,98567000,71951000,91659000
YKL064W,135530000,148900000,145540000
YGR093W,189150000,153730000,214710000
YLR238W,136000000,136380000,138070000
YKR010C,135040000,159550000,117380000
YGR100W,148310000,140080000,165060000
YDL175C,185450000,208730000,180600000
YOR291W,177130000,132840000,171730000
YNL035C,173800000,204130000,187330000
YAL024C,130290000,171490000,158360000
YAL054C,122160000,188500000,122670000
YDR404C,237690000,169440000,220170000
YNL215W,248010000,280250000,258510000
YLR225C,192470000,152040000,195720000
YKL159C,136530000,159720000,182770000
YHR209W,19499000,24483000,10371000
YIL145C,272690000,184820000,265740000
YPR154W,124440000,123470000,137130000
YHR046C,192480000,170980000,170580000
YML081W,165280000,158230000,152460000
YBL059C-A,42272000,68891000,76299000
YNR041C,94350000,86034000,92597000
YJR024C,127150000,91242000,130780000
YDR473C,122350000,141940000,113140000
YLR450W,114970000,106990000,103240000
YDR096W,115930000,134270000,113050000
YDR146C,146510000,176730000,163220000
YBR122C,201780000,246110000,304420000
YLR393W,143830000,122310000,148120000
YCR067C,121610000,115340000,140270000
YKL138C,96251000,106280000,132650000
YLR373C,158160000,177150000,198310000
YNL258C,183220000,138450000,202530000
YIR022W,138510000,123630000,112970000
YJR112W,129760000,134980000,132680000
YGR040W,159960000,117120000,190640000
YBR275C,123280000,147170000,119440000
YNL164C,175330000,163280000,152320000
YNR012W,267520000,267220000,305640000
YPR008W,156390000,209520000,165210000
YJL049W,156370000,154930000,155850000
YPL110C,34742000,33101000,43388000
YBL010C,107150000,140750000,113360000
YNL021W,164260000,165580000,188800000
YGR275W,239950000,200870000,318930000
YNL116W,144520000,183640000,118820000
YGL211W,248140000,172930000,264780000
YBR230C,32141000,92058000,27788000
YGL094C,170780000,159430000,184310000
YDL116W,198520000,167660000,207890000
YER129W,153210000,165120000,153130000
YDL001W,232960000,206740000,240900000
YOR227W,104000000,142320000,114120000
YLR332W,81016000,138270000,67437000
YPR005C,28844000,36346000,26377000
YNL310C,138040000,142280000,230230000
YMR045C;YBL005W-B,254200000,271340000,280190000
YDR375C,194220000,170330000,209530000
YLR272C,116370000,107010000,130660000
YLR084C,203400000,246180000,179730000
YER134C,138620000,133690000,135100000
YGR234W,305030000,223360000,182390000
YHR142W,50054000,22841000,32209000
YDR419W,208700000,242190000,151280000
YDL134C,241350000,171650000,195370000
YHR011W,99232000,128730000,122340000
YGL156W,105760000,80480000,90359000
YFR013W,163780000,164340000,188530000
YMR213W,104010000,115040000,83219000
YDL030W,178440000,169510000,194830000
YKL165C,87573000,58831000,63607000
YJL212C,119980000,121850000,110790000
YNL240C,299540000,227020000,273610000
YOR336W,183940000,134870000,183700000
YPR185W,103410000,191390000,118740000
YHL032C,109160000,112870000,93678000
YPL122C,140360000,86225000,140020000
YGR246C,134600000,174020000,127510000
YGR205W,154790000,143040000,160640000
YDR330W,161720000,132280000,143330000
YCL012C,103960000,117140000,109800000
YOL014W,136290000,135120000,145880000
YIL131C,256390000,234050000,256780000
YMR233W,201910000,179950000,198260000
YOR250C,212890000,152580000,255300000
YIL147C,105760000,156460000,103590000
YPR002W,30484000,8894300,23921000
YIL150C,105400000,128710000,107830000
YGR031W,151000000,157000000,132820000
YOR236W,170740000,199060000,179820000
YGR256W,112560000,112770000,110140000
YBL098W,141120000,141730000,150510000
YDR470C,138430000,180010000,114460000
YDR339C,104100000,114360000,123330000
YBR042C,207590000,210750000,181470000
YKR049C,67088000,106580000,88957000
YML082W,158630000,86458000,149120000
YPR115W,62054000,100910000,80412000
YIL114C,210780000,228630000,222620000
YKL075C,148420000,211970000,159180000
YLL028W,80698000,138330000,108730000
YER020W,153940000,199730000,187130000
YHL009C,87530000,93535000,85290000
YPL023C,154890000,162460000,150730000
YDR407C,187520000,164470000,180240000
YMR198W,299110000,351470000,209740000
YIL143C,152350000,154170000,157330000
YLR396C,173150000,115420000,154130000
YBR262C,148720000,154660000,112720000
YNL148C,180510000,228970000,218460000
YLR383W,211360000,158800000,218470000
YGR106C,61042000,66636000,41560000
YMR144W,124200000,157500000,153380000
YMR147W,127890000,149650000,116480000
YOR353C,161100000,188390000,167140000
YMR294W,105510000,120830000,105480000
YLR066W,118590000,83903000,97011000
YGR092W,144210000,153640000,135530000
YDR268W,161830000,183160000,158210000
YIL168W,159000000,234430000,179510000
YLR032W,154920000,140130000,135910000
YJR135W-A,61055000,75664000,40759000
YDR026C,155870000,135290000,106640000
YLR277C,143210000,147320000,142790000
YNL283C,147850000,169050000,147910000
YNL329C,119400000,98164000,108950000
YMR162C,189960000,106280000,125710000
YMR157C,70475000,65145000,53110000
YJR111C,144050000,138820000,169100000
YNR033W,169640000,128240000,171890000
YKL062W,52477000,121350000,43720000
YOR155C,172520000,111970000,142470000
YLR212C,187280000,170580000,240460000
YPR141C,141490000,146150000,146430000
YDL141W,193350000,144120000,179840000
YOR231W,140440000,264790000,151850000
YGL227W,88438000,104670000,92361000
YOL018C,85884000,93850000,69016000
YJR019C,178820000,123400000,218570000
YJL029C,150370000,110550000,136640000
YEL018W,144660000,129050000,121870000
YDR005C,119180000,125220000,104520000
YNL268W,106720000,149480000,114940000
YKL074C,113060000,132430000,134780000
YDR183W,167780000,132670000,164880000
YGL036W,93445000,91010000,88474000
YAL029C,213450000,183300000,228980000
YJR138W,67238000,48945000,103780000
YBL066C,115210000,137960000,111850000
YDR027C,124390000,129770000,106030000
YKR031C,124400000,148410000,145280000
YDR081C,126530000,121900000,119480000
YER030W,431980000,489320000,419480000
YGR044C,105220000,158110000,99810000
YGL004C,161250000,107340000,122200000
YPR114W,114180000,75372000,127140000
YCR026C,66978000,93603000,65008000
YKL057C,203840000,133660000,209030000
YOR285W,161920000,185730000,187930000
YHR214W;YAR066W,378170000,445840000,487820000
YIL061C,125320000,141420000,102790000
YKR029C,94242000,109730000,91068000
YKR021W,106110000,105140000,105640000
YDL113C,89932000,109390000,79954000
YOR173W,129010000,108800000,122410000
YHR045W,109020000,111190000,100280000
YLR149C,59517000,156730000,113260000
YGL224C,121350000,110980000,106430000
YPL031C,219860000,149010000,226740000
YJL146W,91032000,123950000,68989000
YDR466W,116350000,132640000,143450000
YGL213C,204710000,151030000,198580000
YFL044C,104720000,123910000,106960000
YDR181C,106330000,162450000,112200000
YDR378C,304600000,352640000,183620000
YER077C,108040000,128370000,113390000
YDL006W,223320000,168310000,192670000
YLR256W,162320000,150310000,164510000
YKR087C,182360000,65924000,178460000
YMR303C,45785000,77884000,90634000
YPR057W,125980000,118970000,71432000
YDL003W,132230000,142580000,123560000
YDR517W,177170000,160620000,186120000
YOR320C,75769000,72212000,62788000
YJR043C,175370000,150910000,147160000
YBR123C,148380000,151790000,136170000
YDL063C,168320000,140580000,189720000
YBR030W,150170000,194240000,117750000
YPR188C,120980000,140810000,148710000
YOL023W,106200000,111190000,109230000
YGR283C,142340000,151910000,153450000
YGL064C,97681000,102190000,113960000
YFR015C,126480000,121480000,128410000
YKL017C,154950000,125130000,169420000
YOL124C,275930000,204150000,305170000
YKL146W,135680000,180260000,137360000
YDR400W,104910000,78192000,95766000
YPL132W,144440000,130960000,162850000
YJR003C,148530000,107860000,172250000
YGL151W,176550000,157500000,192350000
YJR042W,88450000,85847000,73809000
YKL058W,157680000,205390000,142700000
YMR288W,140230000,146850000,109160000
YLR057W,98694000,92439000,109380000
YJR033C,102120000,107710000,108800000
YPL224C,105340000,110490000,98749000
YER163C,132630000,141770000,132870000
YDR397C,62511000,98051000,85262000
YGL021W,146810000,125080000,162910000
YAL033W,151190000,145300000,170490000
YGR138C,72598000,77080000,78821000
YBL028C,342070000,358460000,591640000
YBR007C,71302000,116900000,85266000
YKL013C,243270000,166030000,231650000
YOR202W,150750000,108540000,97967000
YDL159W,95044000,132190000,136570000
YOR104W,74094000,74451000,66681000
YAL062W,38954000,25504000,25675000
YGL058W,183030000,182600000,210290000
YKL025C,121150000,93361000,112830000
YDR448W,116570000,126040000,120400000
YLR068W,153610000,193550000,455810000
YBR238C,96329000,124230000,128150000
YIL156W-B,131840000,141430000,178060000
YCR024C,85510000,80529000,86754000
YNL238W,139870000,157000000,129000000
