UID,BC187_YPD_Avg_log2_Fitness_Score,BC187_FDR,BY4743_YPD_Avg_log2_Fitness_Score,BY4743_FDR,DBVPG1373_YPD_Avg_log2_Fitness_Score,DBVPG1373_FDR,NCYC3290_YPD_Avg_log2_Fitness_Score,NCYC3290_FDR,Y12_YPD_Avg_log2_Fitness_Score,Y12_FDR,Y2209_YPD_Avg_log2_Fitness_Score,Y2209_FDR,Y389_YPD_Avg_log2_Fitness_Score,Y389_FDR,Y7568_YPD_Avg_log2_Fitness_Score,Y7568_FDR,YJM1273_YPD_Avg_log2_Fitness_Score,YJM1273_FDR,YJM1389_YPD_Avg_log2_Fitness_Score,YJM1389_FDR,YJM1592_YPD_Avg_log2_Fitness_Score,YJM1592_FDR,YJM978_YPD_Avg_log2_Fitness_Score,YJM978_FDR,YPS128_YPD_Avg_log2_Fitness_Score,YPS128_FDR,YPS163_YPD_Avg_log2_Fitness_Score,YPS163_FDR,YPS606_YPD_Avg_log2_Fitness_Score,YPS606_FDR
YKL079W,-0.059590377,0.684080402,0.299642319,0.007023395,-1.275052593,1.02E-09,-1.142438686,0.000869951,-2.710268979,1.48E-19,0.054183481,0.861737511,-0.345025203,0.054009259,-0.106460732,0.355832496,-0.219443815,0.30598668,-1.024088978,0.00000002,-0.668704972,0.002092713,-0.403809518,0.17905074,-0.630531113,0.067373318,-1.042600128,3.16E-09,-1.420037045,0.002019894
YGR076C,0.297828605,0.053158529,0.380050141,0.001552905,-0.123463767,0.57233647,-0.242209677,0.469986635,-0.370930201,0.29037681,0.278543962,0.387240327,-0.38675122,0.101828325,0.298881786,0.008157483,0.175622007,0.451190789,-0.321781951,0.107988754,0.437130551,0.101267637,0.523554219,0.023359537,-0.86179944,0.024570124,-0.179691192,0.446006144,1.077658329,0.000821459
YMR209C,0.126361727,0.351204681,0.071702692,0.556007305,-0.534798539,0.0000403,-1.049090213,0.001425861,-0.925957277,0.002689001,0.142658117,0.641727796,-0.198172905,0.338598143,0.014276434,0.882115255,-0.087585087,0.712424435,-0.421249197,0.014907057,-0.433001566,0.047281002,0.631624825,0.000127206,0.533370184,0.017593786,0.127897426,0.358282603,-1.690145104,0.005099713
YBL061C,-0.35671702,0.052586685,0.132037862,0.439764623,-0.890728089,0.000334711,-3.057843311,0.000000219,-2.208756923,3.31E-10,0.336150557,0.317283903,-0.853684281,0.000618506,-0.126187543,0.39896686,-0.68843508,0.018767494,-0.94561596,0.0000408,-0.387045712,0.268263798,0.047516269,0.894615302,-0.839092563,0.033633028,0.028792033,0.878387392,-1.977428768,0.049155713
YGL210W,0.076356262,0.720777551,0.162564425,0.377172079,-0.516165004,3.81E-08,-2.129917992,0.00241647,-1.283697999,0.0000176,-0.128680205,0.731290607,0.593668395,0.0000174,-0.168079753,0.127450494,-2.496579869,1.69E-10,-0.569182201,0.003372907,0.36823152,0.099328384,0.655722313,0.257418518,0.811770728,0.0000302,0.205211649,0.168885627,-4.755895101,0.0000347
YLR109W,0.012401994,0.975813987,0.045497624,0.757977227,-0.758485379,0.00000139,-2.238939821,0.000000185,-0.672132378,0.058855643,-0.106882608,0.772000701,-0.095843077,0.668146691,-0.475071654,0.002211671,-0.17253885,0.534976759,-0.514866804,0.035760925,-0.229229638,0.586950826,-0.075366521,0.846877662,-1.286688352,0.004928814,0.009645356,0.963488674,-2.062391269,0.034248374
YGL170C,0.012458661,0.936376964,0.090503074,0.457321272,#N/A,#N/A,-0.735958113,0.036532088,-1.809318042,3.88E-08,-0.182249198,0.564022912,0.054630206,0.773760259,0.000763948,0.97119574,-0.172368261,0.352341666,-0.712929425,0.00015573,0.03119569,0.935271222,-0.723257052,0.155972808,-1.145174777,0.001955568,-0.170010614,0.244085718,-0.586748911,0.267325118
YER083C,-0.175015156,0.285235555,0.080978287,0.754962425,-0.11990514,0.287917973,-0.415656552,0.443816377,-1.795269017,2.06E-10,0.476550019,0.053000133,0.150382506,0.525209416,0.283783134,0.002344963,-0.391372229,0.033051882,-0.173904553,0.345928309,-0.149954636,0.6326589,-0.404147168,0.210291839,-1.200094079,0.000563279,-0.205451969,0.290980322,-1.305451568,0.007218905
YJL105W,-0.128993997,0.445136123,0.076462702,0.6467105,-0.408933215,0.000892532,0.364369802,0.745727905,-0.585462944,0.018981321,0.024139984,0.943295693,0.411980948,0.007519745,-0.123101076,0.302999397,-1.47638226,0.0000587,-0.273314731,0.146226309,0.179018233,0.400165967,-0.127694623,0.683238418,0.699994072,0.003167243,-0.063734368,0.775233996,-2.562391269,0.006200834
YKL114C,0.218347432,0.152092361,0.717753044,0.0001557,#N/A,#N/A,-1.943387853,0.002820621,-0.023093476,0.963245792,0.430703923,0.219014448,0.483218003,0.000644613,0.23033504,0.062606975,-0.382840737,0.009733423,0.270143625,0.102776814,0.029275746,0.916876411,-0.241452519,0.414529275,-0.878690098,0.015753091,-0.170168809,0.375121809,#N/A,#N/A
YLR319C,-0.097593917,0.609031344,-0.269818987,0.070799264,-1.467332925,1.3E-09,-2.112888562,0.000124014,-1.648018239,0.000000695,-0.362502971,0.243737761,-0.465422107,0.034386949,-0.785427354,2.75E-10,-0.142473554,0.516505753,-0.211857762,0.268209352,0.032249285,0.961533782,-0.559405933,0.174618412,-1.099789061,0.006631572,0.072335636,0.67472433,#N/A,#N/A
YBL001C,-0.166358027,0.279043626,0.167336777,0.065350904,5.000506875,0,6.230064295,2.45E-89,5.96019851,1.34E-149,0.901443762,0.00000134,0.177945868,0.310576136,0.757758784,6.63E-20,4.6620695,0,4.644535596,1.16E-131,2.887850054,3.23E-98,0.385578532,0.169057117,4.357624467,2.79E-119,4.295732056,1.58E-217,4.847392292,7.24E-78
YER109C,-0.407346288,0.130939051,-0.287892843,0.257519678,#N/A,#N/A,-1.515270622,0.012413346,3.731013451,7.3E-69,-0.051428734,0.914386238,-0.00090511,0.999069933,-0.913098552,5.54E-08,-0.031064628,0.919947852,0.480319911,0.044782153,0.676313297,0.005623238,-1.742188369,0.000491286,3.633536895,5.54E-50,0.266787403,0.22341517,2.828513974,4.95E-25
YML007C-A,0.326461033,0.377756678,-1.208803267,2.28E-23,1.252730067,0.0000738,1.220032767,0.000609418,2.158509434,2.06E-08,0.582843086,0.009991015,0.928053627,0.254328302,0.795060139,4.81E-11,-0.078252982,0.956212593,1.467359274,1.57E-12,0.899393005,0.019397049,-1.312900891,0.177629271,1.097791583,0.003094604,-0.077512193,0.94603015,1.553305048,9.94E-08
YPL212C,-0.138185579,0.197793586,-0.064220201,0.574444561,-0.764929485,1.18E-18,-1.04817632,0.0000605,-1.907983487,2.21E-15,-0.037298565,0.901286757,-0.757496486,0.00000036,-0.123651373,0.183553217,-0.511631996,0.002464654,-1.690001913,6.12E-21,-0.100517495,0.661093764,-0.122702808,0.664984568,0.011426258,0.963838809,0.220911179,0.077452768,-1.247712959,0.002907837
YHR123W,0.170544738,0.163180926,-0.074455586,0.558564726,-0.212717532,0.035624498,-0.793691486,0.005268856,-1.786847164,1.44E-14,0.145778207,0.631595917,-0.54121194,0.0023768,0.105094609,0.306311235,-0.92123684,0.0000289,-0.842839808,0.00000322,-0.068496122,0.781752355,0.275227729,0.119138221,-0.403441772,0.124123829,-0.20292569,0.114392666,-1.116195756,0.01693179
YKR003W,0.134457424,0.286708677,-0.043155408,0.795965733,-0.311818927,0.004405477,-0.981268237,0.001012694,-1.766391376,1.74E-12,0.490106927,0.02961005,0.129318964,0.469759355,-0.039643122,0.747909906,-0.46229663,0.00831599,-0.811118243,0.0000122,-0.170797623,0.418100639,0.166512288,0.444447636,-0.002894772,0.997867981,0.070654844,0.596276143,-1.11015934,0.050860552
YER051W,-0.046633691,0.769807175,0.079421454,0.499145557,-0.011213607,0.915907083,0.011601921,0.976446804,-1.329185906,0.00000233,0.300901848,0.369536959,-0.057958712,0.804636444,-0.328194336,0.012499586,-0.144560989,0.589148427,-0.589464432,0.002022848,-0.051949361,0.896684516,-0.09934401,0.745277406,0.292527365,0.339877216,0.231471921,0.122891487,#N/A,#N/A
YBR182C,0.067226471,0.718772286,0.152678793,0.347685593,#N/A,#N/A,-0.019705527,0.959179413,-1.95963182,0.000000108,-0.23703801,0.517869987,-0.337300771,0.191822127,0.06678093,0.652457853,-0.022157238,0.9245047,-1.31666231,1.01E-08,0.206272803,0.58306977,-0.302357325,0.36545372,0.147987005,0.787537942,-0.35834598,0.077691708,#N/A,#N/A
YFL060C,-0.107306896,0.617526478,-0.461715982,0.000976696,-0.128638163,0.231770057,0.549763391,0.035777812,-0.600502987,0.072909303,0.385092237,0.224579276,-0.007022937,0.98333028,0.047531549,0.756364555,0.071365946,0.650023724,-0.628906029,0.001856513,-0.26961258,0.465837583,-0.275195695,0.337172905,0.012240277,0.975200859,-0.182618808,0.238556133,#N/A,#N/A
YKL007W,-0.117327015,0.575735777,0.198040953,0.080035977,-0.023807305,0.738277022,-0.052970609,0.867600092,-0.053909351,0.914835288,0.447718416,0.085953082,0.063722264,0.672889475,0.126078192,0.211277122,0.003914647,0.994152389,-0.366489844,0.029264865,0.000210398,0.997939843,0.005312325,0.986464617,-0.329806006,0.301868859,-0.253760455,0.076408328,-1.674924547,0.002914525
YGL070C,0.169450501,0.285694172,0.049288228,0.638135956,#N/A,#N/A,-1.050376257,0.00000134,-0.526948085,0.045330965,0.166553879,0.625815439,0.193706785,0.24928885,0.102095264,0.555327286,-0.571655931,0.060013603,-0.789054479,0.000044,0.424609557,0.063330752,-0.524997631,0.099373165,0.424312878,0.218117358,0.15095928,0.170585195,#N/A,#N/A
YKR046C,0.094738334,0.763814213,0.280537177,0.200904332,-1.009625842,0.0000133,-3.410086886,0.0000526,-0.970580733,0.002868611,0.15356832,0.720117902,0.353234473,0.063032568,-0.048898412,0.754015704,-0.470711772,0.077266673,-0.721219912,0.000944811,0.075773954,0.855147234,-0.654867933,0.078014303,-0.445112947,0.246284905,0.164773244,0.451201213,-3.79144438,0.0000187
YKR043C,-0.21566763,0.215693873,0.224204947,0.10876954,-0.135133315,0.314675671,0.493581219,0.154321284,-1.057308679,0.00000479,0.112683299,0.716574822,-0.285692768,0.070498995,-0.056010602,0.623645755,-0.120075042,0.501272264,0.223896002,0.210522455,-0.263384277,0.35506145,-0.171089197,0.53708972,0.07634304,0.805292156,-0.226952502,0.155855643,-0.83267546,0.206225299
YDR350C,0.238356089,0.190657361,-0.201268324,0.183222139,#N/A,#N/A,-0.227063966,0.575252475,-0.462304688,0.212414969,-0.161633278,0.64696839,0.150677411,0.793426642,0.234536499,0.095441686,-0.859194322,0.308936254,9.21408E-05,0.995785558,0.535465261,0.089085879,-0.180173281,0.762581612,-0.638726344,0.138097346,-0.014809535,0.99283955,-2.15139042,0.021579548
YMR154C,-0.252382734,0.100916864,-0.065914602,0.683590183,-0.36608268,0.00797527,-1.524190197,0.005316069,-1.518667569,3.38E-08,-0.262544917,0.276231193,-0.82884134,0.0000263,-0.107911937,0.315080179,-0.389951491,0.062376253,-1.295381517,2.21E-13,-0.579510733,0.004839584,-0.542742587,0.113055753,-0.252105583,0.426901115,-0.070101744,0.645779905,-1.385216483,0.001928555
YMR159C,-0.53108022,0.181261389,-0.277532272,0.322455261,#N/A,#N/A,#N/A,#N/A,-1.181404012,0.023520177,0.046564266,0.947241727,0.514720489,0.163643713,-0.262728786,0.431365055,0.637228371,0.133366153,-0.605429349,0.180535286,0.766770688,0.15379115,#N/A,#N/A,#N/A,#N/A,-0.276980581,0.587065107,-1.477428768,0.1040978
YDL190C,-0.313481051,0.15716439,0.104488784,0.553604138,-0.3105574,0.090321446,-0.901198989,0.064913499,-1.782792206,0.0000133,-0.527318961,0.147050702,-2.561386751,2.09E-12,-0.51789053,0.004250546,-5.155324834,4.1E-12,-0.795246186,0.002227573,-0.650314294,0.105370222,-1.204469491,0.012866714,-2.618846734,0.0000344,0.365511287,0.006689752,#N/A,#N/A
YMR086W,-0.160376369,0.235598322,-0.398798788,0.005904032,-1.282280145,4.89E-09,-1.008223964,0.002527233,-2.145956005,2.19E-11,-0.327516667,0.346662162,-1.267521809,9.84E-10,-0.658851684,2.72E-10,-1.82550171,5.87E-10,-1.099827597,5.28E-09,-0.188654653,0.671225115,-0.533362888,0.05284355,-1.482656377,0.000000263,-0.894490944,0.00000208,-0.849479656,0.082797865
YML081W,-0.188699543,0.20840356,-0.725618321,0.000000189,#N/A,#N/A,-3.367020144,1.23E-09,-3.120124316,1.03E-19,-0.494575516,0.093854125,-0.889994635,0.00000702,-0.951225676,5.39E-16,-1.159598102,0.00000691,-1.239778567,1.3E-09,-0.427817435,0.176943546,-1.274598851,0.007549533,-1.132897953,0.009217211,-1.029699258,0.00000595,-1.054767382,0.082655738
YMR124W,-0.113781723,0.423196881,-0.164342455,0.238650085,-2.626567527,1.46E-13,-0.88376468,0.009368227,-2.332613017,1.07E-09,-0.942163715,0.000263394,-0.700518732,0.003465025,-0.721071239,1.29E-08,-1.684103299,0.000000881,-1.238781913,9.62E-09,-0.03063394,0.958980647,-0.628571291,0.028994371,-3.109113863,3.46E-08,-1.466285623,5.64E-26,-1.381106229,0.042442748
YPL078C,0.040823214,0.783687839,-0.029712085,0.863926719,-0.641173634,0.001558428,-1.979581775,0.00000078,-2.20177576,2.7E-14,-0.337355339,0.18094937,-0.696300646,0.000112694,-0.280360681,0.007909933,-1.39364893,0.000000739,-2.305844546,1.94E-28,0.388595544,0.149468844,-0.895089136,0.002394984,-1.734194224,0.00000151,-1.898443552,1.41E-12,-1.616195756,0.058477514
YBR202W,-0.174666844,0.300779784,0.036972491,0.833411552,#N/A,#N/A,0.556535648,0.064358156,-2.297474444,4.86E-08,0.175289728,0.654279631,-0.646339454,0.011033978,-0.757023459,1.96E-08,-1.139746227,0.000487645,-1.199017301,1.62E-08,-0.067581794,0.907086783,-0.82478928,0.024879258,-2.461877371,0.00000177,-0.872549375,0.0000332,#N/A,#N/A
YIL122W,-0.172310251,0.124682729,0.114415501,0.476007734,-0.096851407,0.458693211,-0.30225364,0.299340061,-1.344057056,5.74E-09,-1.092875584,0.000000677,0.463513114,0.006814581,-0.416387462,0.0000437,-0.370032898,0.006561513,-0.817657795,0.00000776,-0.172545036,0.510816798,-0.694701279,0.000184057,-0.611775189,0.019045733,-0.690113857,0.00000276,-0.436043373,0.253122277
YOR311C,0.196374616,0.093298682,-0.013704779,0.90661099,#N/A,#N/A,1.962095712,5.64E-17,0.992530017,9.48E-08,-0.024573235,0.940090461,-0.219723315,0.214659662,-0.23646863,0.016671841,1.192308978,1.83E-29,0.912334013,1.52E-09,0.017492477,0.965743192,0.621827895,0.0000143,1.038316218,0.000000058,0.681978915,4.09E-09,0.607672387,0.112287843
YGR256W,0.01338882,0.933421433,-0.21488523,0.027882793,#N/A,#N/A,-2.065194264,5.36E-09,-1.312957466,0.000000396,-0.385387909,0.08013652,-0.075958066,0.616225918,-0.3545071,0.0000643,-0.465395797,0.005820284,-1.725460076,1.15E-21,-0.266823221,0.254801524,-0.50276856,0.013984923,-1.13439551,0.00000984,-0.55943593,0.0000889,-0.244583464,0.663727638
YOR348C,-0.288049382,0.146304438,0.066338321,0.720908422,-0.462211769,0.004900049,-0.811702624,0.199591156,-1.225453542,0.000107745,0.68038471,0.039173113,-0.542899621,0.036187478,-0.055105396,0.69675696,-1.178213269,0.00000046,-2.392271715,1.69E-18,0.02795423,0.961151681,0.79877508,0.00052465,-0.989157602,0.007290603,-1.630893973,2.95E-11,-0.319604252,0.510781233
YJR150C,0.2265074,0.124417597,0.237929145,0.057999,#N/A,#N/A,-0.643218564,0.050875851,-0.222538907,0.351049874,0.197841222,0.422948624,0.298183358,0.052223308,0.126118191,0.194207297,-1.7594831,3.64E-09,0.525775862,0.000950681,0.228152491,0.385379894,-0.701940301,0.021686601,0.54132037,0.007149259,-0.526058954,0.000161269,0.818920307,0.007218905
YDR064W,0.195371741,0.085214889,0.189625319,0.059506,-0.861492402,7.84E-08,-1.736961514,6.93E-09,-2.589852292,1.37E-16,0.195346702,0.464265407,0.385913455,0.001725578,0.087905327,0.43069525,-1.483866651,1.15E-11,-1.321293425,1.95E-12,-0.505034652,0.052433805,0.510070282,0.006224716,-1.39061467,0.000199369,-0.623240433,0.000147233,-0.849027542,0.090817852
YDR063W,-0.028955372,0.845600513,0.089675332,0.401927429,-0.576678335,0.000000363,-1.231124607,0.000000374,-2.022237744,5.24E-19,0.072248994,0.809541728,0.108302507,0.448230132,0.117725866,0.224077087,-1.244624147,2.36E-08,-1.224399318,9.31E-15,-0.190681511,0.356462558,0.508307296,0.000481599,-0.695461527,0.013066081,-0.525279838,0.000257009,-0.763887348,0.082797865
YDR486C,-0.079539082,0.50324376,-0.064491913,0.525460587,-0.077410051,0.507663866,-0.52272526,0.031386458,-1.662551717,8.52E-15,0.452464102,0.009235002,0.154630066,0.249105555,0.032743243,0.720322181,-0.59147901,0.000000402,-0.678313183,0.0000104,-0.013580344,0.958980647,0.355725876,0.01955404,-0.544057386,0.015525224,-0.3954266,0.0000456,-0.51407923,0.196098722
YMR056C,-0.318323648,0.110164301,-1.021509559,0.0000337,#N/A,#N/A,#N/A,#N/A,-0.455722364,0.145414974,0.425211573,0.10423913,0.420519408,0.044974326,-0.533832578,0.005784197,-0.59337278,0.228873813,-0.531047872,0.005456257,-0.301414222,0.355631774,-1.105568984,0.043637884,0.769107646,0.027674186,-0.665307517,0.0000795,0.358008102,0.451633788
YMR216C,-0.309609984,0.12264392,-0.079527803,0.660811324,#N/A,#N/A,-1.690834906,0.001568478,-0.935780834,0.008093259,-0.032513985,0.949887391,0.316320189,0.061209035,-0.533461748,0.000127696,0.101942888,0.723851165,-0.981524738,0.0000294,-0.401831115,0.268263798,-0.627888122,0.037422728,-1.874026921,0.000177192,-3.697585706,3.56E-09,-1.599985017,0.044638734
YNL110C,0.089644883,0.5219964,0.057373361,0.61596715,-0.682652079,0.000014,-1.862131977,1.56E-14,-3.704105312,2.36E-22,0.15359885,0.539400419,0.010519713,0.958926387,-0.113835945,0.30100491,0.08803411,0.674367354,-0.5773651,0.003097532,-0.209778053,0.428843461,0.633787631,0.0000374,-1.525443941,0.0000111,-0.570119751,0.000376475,-0.139443111,0.792296658
YOR264W,-0.246971192,0.094798325,-0.226635113,0.184570298,0.005385578,0.986143479,0.554597162,0.554905721,-0.843499568,0.00119477,-0.544923531,0.044289703,0.045289506,0.82932774,-0.17873496,0.162439485,0.442327439,0.069053662,-1.002539805,0.000000137,0.121679811,0.653770661,-0.669293505,0.050616882,0.828487065,0.002235077,#N/A,#N/A,0.234708818,0.66739473
YDR240C,0.112878432,0.302196987,0.113749981,0.224746879,-0.285806813,0.008899152,-0.282660448,0.26153613,-1.548707241,1.67E-11,-0.056648166,0.838193653,0.070041733,0.688011909,0.096177435,0.263529667,-0.281196732,0.065498264,-0.495369417,0.002354558,-0.175562323,0.374223926,0.332328209,0.028994371,-0.6839204,0.002131433,-0.798625981,0.000000023,-0.442234104,0.238453938
YPR083W,-0.031158842,0.835273485,-0.080308253,0.488785703,-0.400511057,0.0000863,-0.139218399,0.682715884,-1.743277066,8.21E-12,0.044629972,0.880625181,0.102919769,0.549789881,0.055163937,0.616335424,-0.132226356,0.35942276,-0.544956794,0.002592733,-0.328686863,0.177632856,-0.492192549,0.007549533,-0.576441285,0.018765484,-1.261150513,2.98E-12,-0.750482051,0.107497803
YHR159W,-0.263957193,0.133721082,0.509700902,0.000193995,-0.491221474,0.105431724,-0.230960705,0.460033583,-1.694596741,2.61E-08,-0.233687439,0.474359202,0.251890324,0.177234155,-0.067592625,0.661100822,-0.063585173,0.823569344,-0.516024226,0.010057896,0.080423863,0.816625366,-0.99195821,0.018700864,-4.506118924,8.99E-09,-2.116124012,0.000000276,0.149061602,0.751691738
YLR314C,0.223580503,0.164764322,-0.029995631,0.850111243,-0.669890516,0.00000593,-0.143368715,0.681211919,-1.057097528,0.002474006,-0.022727029,0.954667432,0.339493624,0.08113995,0.083366155,0.600368397,0.109953991,0.686678837,-0.899814515,0.0000546,-0.094802178,0.805600946,-0.744409495,0.011090621,-3.840136773,9.78E-10,-0.647393777,0.001620214,-0.02398347,0.978245262
YDL183C,-0.174731117,0.319254085,0.508353164,0.00000544,0.179878263,0.143846593,0.392983567,0.128698118,-0.629262847,0.013023462,0.263846058,0.299653031,-0.111513457,0.624454492,0.33127766,0.000877091,0.499681431,0.0000483,0.131964716,0.468032131,0.041705136,0.910807609,0.462971368,0.015904489,-0.905822612,0.005438069,0.319998712,0.007359775,0.050960154,0.940041253
YDR020C,-0.364394475,0.059387561,0.478679891,0.002143109,#N/A,#N/A,-4.513739203,0.000000243,-0.201988243,0.490817444,-0.143574801,0.782568888,0.252523362,0.312362076,-0.329132476,0.029485962,-2.224957095,1.31E-08,0.17558834,0.373979899,-0.703719348,0.061147756,-1.279097046,0.0000195,0.869388324,0.003144335,#N/A,#N/A,-1.408677006,0.178871654
YNL180C,-0.133044904,0.240663974,0.334698553,0.001150048,-0.650573991,2.29E-09,-0.56177687,0.084844326,-1.280336308,0.00000857,-1.2023971,5.32E-09,0.860376517,7.62E-10,-0.016500558,0.89087382,-1.026147055,5.18E-08,-0.012488643,0.945217034,-0.221727297,0.287427607,-0.675516862,0.013202447,-0.721103617,0.01093379,-1.357687778,4.74E-12,-0.638793491,0.030245546
YML017W,-0.147342121,0.353761152,0.052486927,0.69582885,-1.172451968,6.3E-13,-0.888775683,0.006839052,-0.241338585,0.419005334,-0.295281925,0.383134531,0.39534523,0.003006971,-0.59173323,0.00000186,-0.200123608,0.451446118,-0.037464925,0.829617619,-0.098408673,0.796874354,-0.844341531,0.000198913,-0.796458115,0.032566426,-6.205696313,1.68E-43,-0.835472468,0.15629716
YBR152W,0.048169351,0.737196728,0.224724269,0.051557462,-0.694342476,0.0000577,-0.618996047,0.0321456,-0.441151633,0.104941446,-0.204754051,0.464304084,0.244008072,0.095649453,0.270268707,0.004778955,0.231061319,0.206486889,-0.202531232,0.239830907,0.142385893,0.56192363,0.534040884,0.006374723,-1.411666324,0.0000262,-1.782097931,3.02E-13,-0.528652403,0.314058873
YLR361C-A,0.287232103,0.098106669,0.464583719,0.00055481,0.325880016,0.007180082,-0.193534212,0.709920069,0.386210787,0.101858956,0.494701186,0.128063469,0.305301307,0.169230125,0.580436365,0.0000597,0.034663461,0.912876728,-0.127061417,0.666494156,0.198238165,0.556916794,0.608926905,0.003504384,0.899839931,0.01384758,0.314730731,0.097933425,0.132382304,0.796289298
YOR242C,-0.126314149,0.475372373,0.237409529,0.081700592,-0.546616311,0.000000524,-0.111431755,0.721297234,0.038644926,0.766031133,-0.346605899,0.237905133,0.438704172,0.002166459,0.105544998,0.309022196,-0.090257119,0.74936836,0.145345546,0.453488253,0.032184881,0.958980647,-0.53841029,0.053580394,0.54809193,0.009007323,0.409516497,0.013695381,-0.528652403,0.188609738
